断固/だんこ,0
＃様態,1
決心/けっしん,2
強いる/しいる/ガ,3
必要/ひつよう,4
性/せい,5
最後/さいご,6
時間/じかん,7
容赦/ようしゃ,8
確実/かくじつ,9
訪れる/おとずれる/ガヲニ,10
多用/たよう,11
出会う/であう/ガニ,12
迫害/はくがい,13
親/おや,14
立場/たちば,15
厳格/げんかく,16
要求/ようきゅう,17
両/りょう,18
意/い,19
取れる/とれる/ガニト,20
称賛/しょうさん,21
因む/ちなむ/ガニ,22
ミニ/みに,23
私/わたし,24
パーティー/ぱーてぃー,25
行く/いく/ガニ,26
叶う/かなう/ガ,27
午後/ごご,28
とても/とても,29
前途/ぜんと,30
有望/ゆうぼう,31
始る/始る/ガ,32
彼~ら,33
木/き,34
小/しょう,35
台/だい,36
切る,37
共生/きょうせい,38
菌性~担胞子~体,39
たばこ/たばこ,40
噛む/かむ/ガヲニ,41
長引く/ながびく/ガ,42
議論/ぎろん,43
長/ちょう,44
討論/とうろん,45
戦う/たたかう/ガヲニト,46
長期/ちょうき,47
及ぶ/およぶ/ガニ,48
交渉/こうしょう,49
正/せい,50
囚人/しゅうじん,51
間~地下~牢,52
惨め/みじめ,53
暮らす/くらす/ガヲニト,54
仕手/して,55
7~時,56
列車/れっしゃ,57
間に合う/まにあう/ガニ,58
罠/わな,59
レバ/れば,60
芸術~家,61
最初/さいしょ,62
＃テミル,63
＃コトダ,64
学/がく,65
マフィア/まふぃあ,66
情報~提供~者,67
始末/しまつ,68
慕う/したう/ガ,69
二~重~スパイ,70
制圧/せいあつ,71
サレ/され,72
単独/たんどく,73
妻帯~者,74
食事/しょくじ,75
やや/やや,76
適切/てきせつ,77
出歩く/であるく/ガヲ,78
不適当/ふてきとう,79
薬物~治療,80
ゴルフ~コース,81
服装/ふくそう,82
御/お,83
金/きん;金/かね,84
食物/しょくもつ,85
家賃/やちん,86
回/かい,87
我々/われわれ,88
しばしば/しばしば,89
火/ひ,90
燃やす/もやす/ガヲ,91
外国/がいこく,92
アクセント/あくせんと,93
都市/とし,94
ビジネス/びじねす,95
関/せき,96
本能~的な~衝撃,97
本能~的な~満足~感,98
議長/ぎちょう,99
信任~投票,100
プラス/ぷらす,101
価値/かち,102
5~度,103
温度/おんど,104
C~プラス,105
グレード/グレード,106
フェミニスト~批評,107
御下げ/おさげ,108
替わる/かわる/ガニト,109
いいい/いいい,110
子供/こども,111
小さな/ちいさな,112
アパート/あぱーと,113
狡猾/狡猾,114
子/し;子/こ,115
猫/ねこ,116
赤ちゃん/あかちゃん,117
オセロ/ファミリーコンピュータ,118
印象~的な~演技,119
効果~的な~ジェスチャー,120
深い/ふかい,121
考える/かんがえる/ガニト,122
奥/おく,123
寓話/ぐうわ,124
汚れる/よごれる/ガニ,125
溜まる/たまる/ガニト,126
皿/さら,127
一派/いっぱ,128
祈る/いのる/ガニ,129
流し台/ながしだい,130
ナイフ/ないふ,131
肉/にく,132
切り開く/きりひらく/ガヲ,133
至る/いたる/ガニヨ,134
経路/けいろ,135
ジャングル/じゃんぐる,136
突く/つく/ガニトヨ,137
抜/ぬき,138
桁/けた,139
森/もり,140
貫く/つらぬく/ガヲニ,141
光/ひかり,142
ちょうど~彼,143
顔/かお,144
殴る/なぐる/ガヲニ,145
ボンヤリ/ぼんやり,146
共同~体,147
中/なか,148
詰まる/つまる/ガニ,149
私~たち,150
本当/ほんとう,151
レース/れーす,152
興奮/こうふん,153
募る/つのる/ガニト,154
段階/だんかい,155
進歩/しんぽ,156
区別/くべつ,157
可能/かのう,158
プロジェクト/ぷろじぇくと,159
双子/ふたご,160
違う/ちがう/ガニトヨ,161
スカラ~量,162
薬/やく;薬/くすり,163
粒状~化,164
コレラ/これら,165
責任~下,166
＃カラ,167
逃す/のがす/ガヲニ,168
尖る/とがる/ガ,169
外部/がいぶ,170
落着/らくちゃく,171
世評/せひょう,172
対/つい;対/たい,173
ほこり~だらけ,174
本/ほん,175
山/やま;山/さん,176
私~自身,177
角/つの;角/かど,178
押す/おす/ガト,179
込む,180
通り/とおり,181
沿う/そう/ガヲ,182
群衆/ぐんしゅう,183
順向~抑制,184
順向~干渉,185
任務/にんむ,186
中心/ちゅうしん,187
無い/ない,188
意味~音節,189
言葉/ことば,190
味な/あじな,191
混乱/こんらん,192
カメラ/かめら,193
写真/しゃしん,194
台無し/だいなし,195
収入/しゅうにゅう,196
頼る/たよる/ガヲニ,197
外圧~団体,198
軽蔑/けいべつ,199
研究~センター,200
大学/だいがく,201
＃ト,202
提携/ていけい,203
歓迎/かんげい,204
ギリシア~語,205
相~体~系,206
割れる/われる/ガ,207
レノ/れの,208
役割/やくわり,209
用心/ようじん,210
無臭~ガス,211
無臭/むしゅう,212
花/はな;花/か,213
両方/りょうほう,214
発展/はってん,215
救う/すくう/ガ,216
仕事/しごと,217
創出/そうしゅつ,218
＃トイウ,219
絵/え,220
10、000~ドル,221
売る/うる/ガニ,222
古/いにしえ,223
印刷~物,224
オークション/おーくしょん,225
高/たか;高/こう,226
値段/ねだん,227
サファイヤ~・~アイ,228
心無い/こころない,229
見物人/けんぶつにん,230
